slogan,label
【倒數通知】投資初三霸氣曝光出國，一起來探索世界之都！,0
【只限[DATE]，[NUM]換匯吧】[DATE]出國怎麼換錢快又省？[DATE]搶便宜不用大排長龍！,1
【限時[NUM]天優利】低利率時代如何投資？網銀換匯減碼，網路銀行將停止支援[UNK]！,0
【你的貨幣可能就是專屬的。私人銀行個人金融產業→】個人金融產品，通都在這三個重要信託領導之中!,0
【只有[DATE]([NUM])！】[PRODUCT]陪你入住~~歡迎使用中國信託[UNK]個人化服務，還享超低優惠利率！,0
i刷[PRODUCT]，假日一起去旅行吧！可別錯過[ORG]假期!,0
【賀 中信兄弟勇奪[NUM]上半季冠軍】[PRODUCT]同慶．[ORG]電影免費看．再抽簽名球衣,1
【線上申請[UNK]！】辦房貸再享超低優惠利率，用[NUM]點！,0
【您有([NUM])個優惠待領】[DATE]前外匯市場可能繼續下修，還有[ORG]超強[DISCOUNT]進來!,0
【限時加碼至[X%]】新台幣定存解約轉存外幣定存，年息最高美元[X%]、人民幣[X%],0
【這好康你不能不知道！】繳稅季信貸超強回饋三重抽，還有刷卡繳稅回饋任你選，馬上開信！,1
【[DISCOUNT]不吃土?!】小編通知您，在家輕鬆辦信貸都很好~，線上申請+撥款，從這裡開始。,0
大野狼國際書展再現[GPE]！[PRODUCT]友獨享優惠快揪朋友搶書去,1
【新版上線囉】這裡有快閃好康跟小編一起拿[DISCOUNT]！,0
借款[X元]每月利息不到[X元]，餘額代償也可適用，辦貸款找中國信託省息又方便！,1
熊利嗨![PRODUCT]繳稅享 LINE Points [X%]點數回饋無上限,1
【[NUM]步驟線上開戶領[X元]！】撥薪戶獨享開辦費[DISCOUNT]~還有[X元]筆逾時不候喔!,0
國泰世華全新智多新智能銀行給您滿足擁有夢想的一天！,0
[DATE][ORG]外幣優利定存，年息最高[X%]，讓[UNK]在即。,0
了解更多市場資訊：依市場氣象圖尋找適合投資標的：【上週市場回顧】上週新冠肺炎疫情下，美股市受到市場,0
【需要一筆資金？線上貸款還能快速調整喔！】中信線上信用戶口罩實現您的最高利率!,0
【[DATE]新春優惠券上線囉！】隨時隨地都可申請，營業時間最快[NUM]小時資金入帳，[UNK]！,0
【好禮到】[ORG]指定飯店享[X元]起優惠,0
【[DATE]限時優利】換匯最殺美金[NUM]點[UNK]換匯減碼[NUM]分優惠!,0
 [帳務E達人]教您使用OTP交易安全密碼讓您小額轉帳沒煩惱！,1
【[PRODUCT]標的就是[DATE]】股票e指存，現在還有月月抽[UNK][NUM]，活動期間：[DATE]~,0
<超前佈署 贏得多一里>中信紅利點數 玩轉哩享無限城 啟動哩程新極限!!,1
不能錯過的買家，現在來這裡享最高年利率[X%],0
【當你需要一個新的領息】用智能、好方法、想知道自己的定期存款計劃，點擊試算與貸款計時的好夥伴,0
【好康大推!】[PRODUCT]友享全台天貓卡升等指定通路消費，每戶最高贈[X元]點,0
【年終口袋不空空，免看老闆臉色！】[PRODUCT]線上申請自助搞定，免排隊免等待，真的很方便喔~現在就申請囉！,0
您的貸款連小編都企圖通過試算,0
【內力，存錢速度這麼快】[DATE]前每天還款還有[X%]活動快來看?,0
【您有一則新訊息】持元大邀請你為夢想努力工作，還享退休人生及財富點數！[URGE]看詳情：,0
只要[X元]！LiTV追劇限時夏殺優惠,1
【優匯開始！雙[NUM]預備起】[DATE]限時搶購[NUM]組[DISCOUNT]，還有[ORG]買[NUM]送[NUM]超划算!,0
【最高[X元]】消費滿額贈[UNK]哩程[NUM]哩,0
[PRODUCT]至[ORG]消費最高[DISCOUNT],0
【限時優惠！暑期就是要給您消暑價！】貸款日付最低不到[X元]，申請還可以抽機票喔，快來申請喔~,1
《[ORG]》兩岸直航機票最高享[X%]折扣優惠,1
【真的要看我~只到[DATE]】申請再抽五星級住宿券，[NUM]大飯店住宿券[X元]，[DATE]前撥款完成就[DISCOUNT]！,0
【定期存款。[URGE]】隨時隨地都可申請，營業時間最快[NUM]小時資金入帳！,0
<星展銀行洞悉亞洲-每週外匯評論>>想到最近要進的這[NUM]天，中國仍持保守估志玲年息[X%]可能為你想像：,0
[UNK][PRODUCT]代扣繳[UNK]享國道通行費[X折],0
【只限[DATE]，[NUM]秒鐘掌握時間】網路申辦電子帳單立即享年息最高[X%]！,0
【[ORG]聯名卡】歡享[ORG]餐飲滿千送百,1
【限時優利不等人】[PRODUCT]舊戶加辦首刷贈[X元]點財金！,0
【雙[NUM]限量搶投資組合】年底前最高可享美金[X%]、人民幣年息[X%],0
年終獎金投資、靈活運用創新和生活運勢解決方案，一起幫助你的財富增長！投資無論是少走百貨公司，或者是中,0
【參加投資[ORG]好康】疫情衝擊難料基金該如何配置？,0
[ORG][DATE]~[DATE]週年慶高額買一送一。,0
【你可以在中國信託的存款嗎?】現在正是用優勢達成的年終回報率，中信存錢就靠它！,0
【中信[ORG]聯名卡】[DATE]為您送上([NUM])現金，[PRODUCT]最高送[X元]哩,0
【[X%]+[X%]】開工「妝」出好氣色！,1
【年終獎金有在好康】新春最in的新外幣定存優利專案，年息最高美元[X%]、人民幣[X%]！,0
【在家電購物】[ORG]消費筆筆享回饋[DISCOUNT]！申辦[PRODUCT]首刷滿額，最高抽[NUM]點,0
★i刷[PRODUCT]★[NUM]C分期滿額登錄享最高[DISCOUNT]!,1
【%[NUM][X%]薪轉戶限定】專屬客戶活動轉寄無效,0
【帳單減免[UNK][X元]】送您利率前三期只要[X%]，線上申請不麻煩!,0
【活動倒數新舊戶?優惠通知】您的存錢還沒有簽帳金，立刻參加抽獎！,0
【您的專屬優匯日，即將開跑】[DATE]限時搶匯開始啦~[DATE]前快來領取使用,0
【就是[DATE]([DATE])！】信貸線上申貸，開辦費現折[UNK][X元]，限時申請只到本[DATE]喔！,0
最高[NUM]期 輕鬆購物樂分期,1
疫情下的新寵兒，健護類產業最夯!?,1
【最短只要一小步】年息最高美元[X%]、人民幣[X%]！,0
[PRODUCT]周年慶[DATE]~[X%]滿額最高送[X元]！,0
【按我登錄】[PRODUCT]繳保費，最高享[NUM]期分期[NUM]利率！,1
【牛年優惠】您的基金申購手續費優惠限時限量領取！,0
防疫[GPE]不可少換錢好事，線上投保最快[NUM]小時取得資金！,0
優惠[NUM]距離，限時送[DISCOUNT]！立即申辦大葉?島屋聯名卡享購物折扣、天天免費停車優惠,1
【[DATE]哈燒話題】一起探索[GPE]的[NUM]大自由行，去旅行！,0
【啟動數位時代的秘密機器人掌握】線上申請享開辦費８折、再還不到半個月啦!,0
【線上辦信貸好康大放送！】來喔~現在線上申辦信貸，月月[DISCOUNT]到本[DATE]截止，千萬別錯過~[URGE]申請囉！,0
【現金補給站在這裡！】[PRODUCT][NUM]小時線上申請，還有超低優惠利率，限時撥貸再[DISCOUNT]，GO！ ,1
【大約[URGE][NUM]日[NUM]點起，未領取回饋】新戶限定~線上申辦速+時日核准並登錄！,0
我們預期美元相對低點了，這些產品將比較好得多,0
【[PRODUCT]】[NUM]小時接受申請，給你超低優惠利率、[DISCOUNT]進入[X%]折扣碼,0
申辦【蘭城新月廣場聯名卡】，刷滿NT[NUM]，迎賓好禮送給您!,1
【[PRODUCT]友尊享首購[X折]! 】 [GPE]原裝進口抗老級ALL IN ONE保養品蜜得絲vitoas!,1
【信貸快閃限時優惠】房貸年利率[X%]起，僅限於申請額度！,0
[DATE]-[ORG][PRODUCT]中國信託[UNK]卡天天回饋無上限,0
【外幣檢視及熱門話題】[GPE][ORG]宣布升息了！年關將近[NUM]個月，美元、日圓的收益率仍是不夠？[DATE],0
【及早有房 招財不煩】房屋活化[NUM]招提早學會，富足自己的下半生！,1
了解更多市場資訊：依市場氣象圖尋找適合投資標的：【上週市場回顧】上週初美墨西哥各,0
我的理財是一種[UNK]有理所不需要的方式、沒有知識型態的金融產品？這些事需要你告訴我。對得失主人一定要知道,0
[ORG]、非常泰/時移活動-外匯利率高的優點和利息，很重要所有美元在人民幣與澳幣高,0
【雙[NUM]特賣日】來這裡我幫你整合，最快[NUM]小時撥款！,0
【神準科技員工專屬優惠】無限次換匯優惠+最高百萬[DISCOUNT]，只限本人享有！ ,1
【[NUM]分鐘看[DATE]投資風向】簡單三步驟，財富越來越重要！,0
[UNK][DATE]！線上申辦超快速，最快[NUM]小時核准，再享專屬利率與免費諮詢。,0
中信「聰明投資」基金，讓您輕鬆在家防疫，有錢也可以！,0
如果您是美元兌歐新手機的首選貨幣，有需要獲得高利[X%]的價格，從[NUM]年起，我們就可以換到積極卡。,0
【[NUM]分鐘看[DATE]投資風向】想買美股，但還不快來?[UNK],0
【給薪轉戶的振興價】不要再怕，換手續費還可以[DISCOUNT]禮?快來卡位。,0
"★個人信貸可以貸萬事俱備,星展信貸線上申請,提供您最快[NUM]小時撥款好康!",0
了解更多市場資訊：依市場氣象圖尋找適合投資標的：【上週市場回顧】美中貿易談判如下：受惠於貿易升息後新,0
同遊[GPE]歡樂升級 搭商務艙[NUM]人同行[NUM]人免費！,1
年終加碼! %[NUM][X%]員工專案優惠券送給您 ,1
《新春優利專屬》還在規劃年終獎金怎麼收紅包？想要存一次購手續費嗎?,0
[ORG]網購[UNK][UNK]高手續費[X%]！還有[DISCOUNT]活動快來瞧瞧~,0
【i刷[PRODUCT]．優惠天天有】[DATE]最好玩、好吃、好買的都在這裡~,1
【[PRODUCT]】[UNK]綁定[ORG]聯名卡消費滿額最高贈[X元],0
【無痛理財、零錢長大】消費順便投資，零錢(嵐山)也能自動理財！立馬申請嵐山豬豬，[DATE]前享[NUM]申購手續費~,1
歡慶台新[UNK]個人化服務大發送台新數位存款帳戶[NUM].[X元]解鎖你的外匯和利息。讓網銀行與報名存款的有,0
【年終獎金怎麼用？】沒錯失這次的最新優惠！,0
【[DATE]資金需求找誰幫忙？】線上貸款最快[NUM]小時入帳，超低優惠年利率前二期[X%]立即[UNK]！,0
[ORG]賀新年邀請好友們[ORG]聯名卡分享好禮[NUM]選[NUM]，滿額再送[X元]電子券及免費市區停車,0
【[PRODUCT]奇機再獻】[NUM]分鐘線上開戶現折[X元],0
【我們已經完成[NUM]百萬件申請案件！】跟你說喔~中信線上貸款平台已經有超過[NUM]百萬人次申請完成，超很厲害的啦！現在申請還可以抽獎喔~~GO！ ,1
【財管會員專屬活動通知】現在參加中國信託「聰明理財三部曲」活動，於活動期間內達成任務者即有機會獲得[NUM]萬財富點，立即了解~!!!,1
【[PRODUCT]週好康報】全球股市跟你說，中國信託的兌換率是多少？帶來了？還在等什麼？,0
【不藏私分享】近[NUM]年投資經驗找出多數人適用的三七法則~,1
[NUM]年就要放了，要過年再領半個月？快開工的孩子幫薪水不到數千萬別錯過！財庫自己來吧！現在就把錢存下來[UNK],0
【薪轉戶專屬禮遇】升級開辦費[UNK][X元]，立即開信了解詳情,0
中國信託提供一站式外幣兌換服務。全臺最貼心的外幣優先定期存款，一通電話即可享有,0
[UNK]平日刷國泰世華支援[ORG]全票尊享平日購票最低[X折]起[UNK]哩程任刷[X元]即可獨家加碼送每人免費,0
讓你的生活更美好！,0
【[ORG][DISCOUNT]】[ORG]聯名卡月月回饋實施中,1
【迎「美元定存專案」第一檔玉山智能銀行-數位帳戶，[DATE]前加碼領優利活動只到[DATE]！優匯開始啦~,0
【新春加碼】美元優利定存年息最高[X%]，線上申請享年息最高[X%],0
您的出國省隊友~存錢還可享受到便利、方便的保障！台新銀行/[UNK]個人化服務，有保障嗎?提供[NUM]-[NUM],0
【價值[NUM].[X折]】只要[X元]分鐘快速試算，輕鬆貸！,0
【倒數一週】超給力的線上開戶申辦[UNK][UNK]交易[UNK]通知服務,0
【愛窩改造免煩惱】裝潢貸款利率[X%]起，每[X元]月付只要[X元]起，快來點閱了解吧,1
【最後倒數~馬上點擊我~】貸款前兩期只要[X%]，還有機票抽獎只剩半個月啦！,1
【廣告能量】[PRODUCT]專屬優惠，美元最高減[NUM]分！,0
【年終換利器，[PRODUCT]專屬利率】外幣優利定存年息最高[X%]、年息最高美元[X%]、人民幣[X%]！,0
【新年快樂!美元優利定存】有屋族優惠必備！[UNK]、[UNK]等多項優惠券待你拿,0
【美元/歐元、日圓相對便宜】每月持續扣款，到[DATE]線上申辦[NUM]步驟搞定！,0
搭[ORG]或刷[PRODUCT]購票最低[X折]起送[NUM](限量登錄),0
【驚喜預告】週年慶高額回饋~先申辦免捶心肝！還可獲超贈點[NUM]點~[PRODUCT]首刷滿額即可享！,1
【恭喜您賺到了】敬邀貴賓尊榮客戶成功推薦新戶申辦[NUM]吋個人基金組+[NUM]吋個人專屬權益者，即可獲得[X元]點[UNK],0
【[PRODUCT]封館特賣日】天天最低只要[X元]起，老闆有限時專案只到[DATE],0
【[DATE]資產檢視報告】[GPE]人民幣高利[X%]，[NUM]２歲的新臺幣活儲優利定存,0
【指定[GPE]/尊享】購物網消費滿額最高贈[DISCOUNT],0
【[UNK]卡陪你宅在家，那就來訂飯店看】出門在外地避免在家吃鍋！[DATE]前，刷街口支付綁定街口聯名卡送好禮，,0
你的錢包在哪裡？沒有線電存款，沒有隱私帳戶是不夠的！,0
【讓資金安排到未來~】[PRODUCT]利率只要[UNK]！中國信託銀行房貸利率前兩期[X%]起,0
《[ORG]及[ORG]》[GPE]/[GPE]/東北亞/東南亞來回機票，最低[X元]起,1
【請查收專屬優惠】跨行轉帳手續費只要[X元]！防疫期間，鼓勵大家多使用數位通路交易~,1
【[DATE]外幣檢視及哈燒話題】美元已進入強弩之末？！ 英鎊貶不停藍瘦香菇…,1
★[PRODUCT]網購紅利點數最高[NUM]倍~[X%]即享券商城消暑價!,0
【繳稅神卡】回饋任你選   最高[DISCOUNT]無上限，同享最長[NUM]期[NUM]利率!,1
【[DATE]哈燒話題】看星展同齡妹在哪裡消費？答案就交給台新科技一個月，分享給「薪轉戶、多[NUM]名好處」吧！,0
【[DATE]不吃土】我們提供薪轉戶貸款開辦費[DISCOUNT]，撥款再抽現金[X元]！,1
在[GPE]的一天。中國信託交易所[UNK]個人化服務，滿足所有美元、人民幣以及獨特的匯率所獲得的利息。,0
★[ORG]帳單寄送通知★,1
【提醒您理財[NUM]負擔】設定資金到價通知，限時利率高/人民幣[X%]!,0
【限量[NUM]組優匯】一起[UNK]輕鬆入場，三人同行限時加碼！,0
【限時搶投資搶美元高利[UNK]】,0
【最後提醒】您的[PRODUCT]線上申請最快[NUM]小時取得資金，還可[DISCOUNT]獎金喔！,0
年底買TOYOTA新車還可以賺刷卡金？！,1
【提醒通知】您有[NUM]筆跨年[DISCOUNT]活動，有沒有錯過？,0
【重要通知】請把握擁有美元[NUM]分的好時機，而且搶便宜趁現在！,0
【[DATE]資產檢視報告】年終獎金[NUM]分配再升級，成家立業者應依[NUM]順序思考！,1
【[DATE]市場檢視】股票e指存月月抽基金[NUM]！,0
『[DATE]享藝趣』[DATE]於[ORG]刷[PRODUCT]，最高送[X元]抵用券,1
【行動銀行專屬優利】薪轉戶貸款獨享，只要[UNK][X元]起，即可入手[UNK][UNK],0
【天吶~我沒看錯吧】換匯快閃大紅包，還有[DISCOUNT]禮券送給你，限時專案!,0
【申請就[DISCOUNT]禮券→】貸款前兩期只要[X%]，日付還不到[X元]呢!,1
中元節有好康快來綁定國泰世華卡，[ORG]聯名卡最高送[X元]！好禮三選一~【富邦[UNK]卡專屬好康】，,0
★紅利點數兌換[UNK]．商務人士與黑啤冒險的結合在此★,0
【限時利率折抵通知】美元[NUM]分優匯~數位通路最高享[DISCOUNT],0
我們提供以下優惠：歐元、澳幣和紐幣定期存款，需要通過獎勵-保持[GPE]的高利率！,0
市場對中國信託投資相當滿意，全球數位服務超值改變。它在[NUM]多個國家向海外市場提供免費的有益產品和[DISCOUNT]。,0
全球金融市場快閃【中國信託新戶專屬活動】獲利拚有感輕鬆購物獲利！,0
★OPEN POINT加碼送★ OPEN錢包綁[PRODUCT] 單筆滿[X元]贈OPEN POINT [X元]點再享[DISCOUNT]！ ,1
防疫期間，在家也可以帶出[UNK]好康通關，快來買房！,0
【開戶有一則新優惠】中信線上申辦最快[NUM]小時撥款，再送您[X元]大禮包~,0
【星展豐盛理財客戶獨享】[GPE]美元[NUM]分優利定存年息最高[X%]，限時活動只到[DATE]為止，限定客戶提供您的[UNK],0
【[NUM]分鐘看[DATE]資金不夠用】開信，找專人一把抓，不要錯過喔！,0
【[PRODUCT]友看過來】想要享有消費通知、線上查詢帳務、消費支出分析？立即線上啟用網銀吧,1
 啡你不可！CAMACAF?[DATE]刷[PRODUCT]享[DISCOUNT],1
高利！中信行動銀行讓您立即了解、享優利，再抽最新[UNK][NUM]！,0
【就是這麼簡單！】好消息！美元趁現在~[DATE]一起把握良機，年終獎金買起來!,0
【一起尋找[X元]的投資大師約翰．坦伯頓】美樂長跑探索[GPE]的好時機，再享受最新超殺優惠和高利率,0
【最後機會抽AirPods[NUM]!!】投保成功最高還可抽百萬獎金!,1
【[DATE]小確幸】我的匯率給你現在，線上申請還可以抽[UNK][NUM],0
【鼠一鼠二，好棒棒】[DATE]貸你having FUN~,1
【月薪族的退休規劃】每天需要存[NUM]筆保障嗎？中國信託基金是一個讓你在塵埃沈落、豐盈自由,0
【網銀[UNK]，不用見面了】外幣定存解約轉存外幣定存，美元年息最高[X%]、人民幣[X%]！,0
【倒！數！[NUM]！天！】[PRODUCT][NUM]小時接受申請，月月再享超低優惠利率！,0
中元節快來~中國信託[UNK]聯名卡享限時加碼贈全台地區天然瓦斯、海石兩個，消費最高送[X元]哩！,0
【[DATE]新鮮事】百萬獎金等你抽，還有機會抽中iPhone [NUM]！,1
【就是這麼簡單！】好消息！美元趁現在~[DATE]一起把握良機，年終獎金買起來!,0
【年後減碼[X%]】定存自去年[X%][NUM]大美元高利定存享年息最高[X%]、人民幣[X%]！,0
【[UNK]新臺幣活期存款】投資不用辛苦趕三招讓自己的財富找回穩定利率，年後資產就靠這張！,0
【世界上最遙遠的距離】年末，即將結束！美元兌新臺幣可望再度升值？立刻來到[UNK]！,0
★超值優質的基金組合套票獨享，年終獎金規劃總費用年百分率,0
美元接近「[NUM]」低點，把握難得換美元時機，線上開外幣帳戶還送最高NT[X元]大禮包,1
辦理外幣交易，提供超低優利[X%]賬戶~?,0
【開信搶限時優惠】[DATE]前新戶申請還可以抽[ORG][UNK]，快來申請喔！,0
【活動通知】中國信託銀行感謝您參加[DATE]第四季財富雙重奏活動，立刻了解回饋資訊與財富點數如何運用！,1
了解更多市場資訊：依市場氣象圖尋找適合投資標的：【上週市場回顧】上週初美中貿易談判傳將,0
自[NUM]年以來，中國信託於指定商業銀行開立賬戶，將所有新臺幣入港幣定存是一種享受。,0
【薪轉戶限定】美元優利定存最高[X%]退休金不保證年息。,0
設定中國信託LINE個人化服務抽LINE Points [X元]點 (共[NUM]名),1
行動支付綁定Mastercard~加卡消費享冰淇淋!!,1
【打開省錢法】享優利，[NUM]年存，最高[X%]，美元年息最高[X%]、人民幣[X%]！,0
【專屬優惠】美元換匯減[NUM]分，給你滿滿的大~即日起至[DATE](限量),0
中國信託官網[NUM]月報[DATE]號：官網新春大採購總檢討及熱門話題，目前持有三位[ORG]購物車隊的有,0
新年假期國內外出遊，租車i刷[PRODUCT]享[X折]起優惠！,1
外幣跨國換匯，讓您立即看見未來[DATE]最大方送！,0
【給你限時特匯日！】[DATE]前[NUM]名完成指定任務，還可享有超過[X%]的優惠[UNK]！,0
 [帳務E達人]教您充份掌握收支、輕鬆管理個人財務的密技！,1
【[DATE]中元節，聯名卡送[X元]】最高送[DISCOUNT],0
不要說你的利率比美元高？中國信託提供[X%]定期存款，現在是定期存款賬戶之一。,0
【限時好禮。輕鬆拿】[DATE]前新戶線上申辦[ORG]聯名卡，獨享《Balzano 紫外線除?機》,1
中國信託[PRODUCT]晶英酒店滿額現折[X元]?,0
【看不懂現省[X元]】超強振興價貸你夢想,0
【年後理財了嗎？】[NUM]分鐘看[DATE]報導此次外幣高利美元[X%]人民幣[X%]!,0
【恭喜您收到神秘快閃活動邀請】限時限量[NUM]組換匯[DISCOUNT]，千萬別錯過！,0
[星展投資理財攻略][ORG]指定退休基金特惠日,0
【限時加碼】[DATE]前新戶申辦[ORG]聯名卡，享[UNK]紫外線除?機或刷卡金[UNK][NUM],0
年末了，基金安排一些專家的基金、投資或個人和企業的結果，[DATE]就到中國玩。,0
【新的一年，我把你的愛帶回家！】小編的[DATE]打開您的「年終獎金」的[NUM]鍵管理專頁,0
【專屬薪轉戶的振興價】買房子/借現金~通通有優惠，快進來看喔→,0
《[ORG]》[GPE]/航線票優惠兌換[ORG]旅遊金[X元]起，再享國內加油站,0
【中信銀薪轉戶專屬】期間限定，線上換匯人人有獎，再加碼[NUM]組[DISCOUNT],0
[DATE]就在[NUM]-[NUM]限時通知，投資人的貼心獲得星展豐盛學堂消費美元計劃收益,0
【您有([NUM])個換匯好禮】[DATE]前線上換匯享優惠，再送[ORG]電子兌換券及免跑,0
【福利】[GPE]第[NUM]檔「會到期」的基金延長銷售到[DATE]∼中信獨賣「施羅德[NUM]年到期主權債券基金」,1
【便利貸款比你想像中的輕鬆!】貸款前兩期只要《[X%]》，而且還有限時抽紅包活動喔!,0
【讓[NUM]來幫台新智多新智多新世紀福利顧客打開你的夢想】活動辦法：[X元]~[DATE]前完成,0
【瘋購物最高[DISCOUNT]】[DATE]年百貨母親節[PRODUCT]分期滿額享好禮！,1
【中信銀行推薦活動】結合財富新自由、流程的幸福與夢想，體驗高收益性與高品質的服務,0
【在家耍廢】省錢達人必備~[UNK][NUM]大禮包送給你！,0
台新滿百抽機票活動快來登錄享[NUM]期分期[NUM]利率!,0
【限時免費試算直接告訴你】這裡有臨時額度，專人回覆給您超低優惠利率立即申請，再享[UNK][UNK],0
【[UNK]限時邀約】[DATE]前申辦並刷無卡提款，唯您獨享《[ORG]》,0
國泰世華健身日>[ORG][X元]前，申辦台新銀行-[DATE]發生之主要角色，就是提款、轉帳/賬繳費方式已入帳的手機,0
【年終獎金別忘了！】美元優利定存[X%]年息最高[X%]，一鍵快速資訊就靠這張啦~,0
【[DATE]哈燒話題】 鄒承恩：正確金錢觀 從家庭教育開始,1
【今夏流汗送禮券】五大信用卡[UNK]，讓你搶購氣氛！,0
【[ORG]ｉ刷[PRODUCT]】網路商店滿額三重送！,1
一個可以逆轉人生?通過這樣的人生?有夠好的道德嗎？讓你享受更高利，或是小額儲值錢。,0
【倒！數！[NUM]！天！】貸款前二期年利率只有[X%]~申請[DISCOUNT]禮券~優惠只到[DATE]喔!,1
【你享有一則限時通知】[PRODUCT]友信貸利率前兩期[X%]起，再抽[UNK][NUM]！,0
<中國信託銀行_每年定期存款賺取利息。還有限時優利等著你！,0
《聰明選擇》客戶專屬限時優利定存，年息最高美元[X%]、人民幣[X%]！,0
六扇門火鍋優惠券暖心又暖胃，開心迎接連假!!,1
【優惠倒數[NUM]天】只到[DATE]，房屋借現金前[NUM]期年利率[X%]起！,1
了解更多市場資訊：依市場氣象圖尋找適合投資標的：【上週市場回顧】上週初[ORG]將持續強制跌停之策,0
[DATE][NUM]日以來多頭。中信給您最酷的優惠，請於本行/個人網銀／行動達人[UNK]跨境投保專區，另享專屬優惠利率！,0
限時加碼「薪轉戶嚴選」新臺幣活期定為[X%]，線上申請[UNK]自動買賣好省心！,0
【這麼優的美元最高[X%]】[NUM]年一度的美元定存終於出現了，大概是最近百萬的。？,0
【小錢利大功】新台幣定存解約轉存[NUM]大外幣定存，美元年息最高[X%]、人民幣年息最高[X%],0
【提醒您[DATE]搶優惠】[NUM]點狂撒[NUM]組換匯[DISCOUNT]，沒搶到也享折扣，人人有獎！,0
【線上申請超快速！】[PRODUCT]幫您免費試算月付金試算與貸款，現在申請就可以參加[ORG][UNK]喔!,0
【活動通知】想要享受最高[NUM]期分期[NUM]利率？再看星展豐盛學堂《[ORG]》！,0
[UNK]信任您的任務現在就能輕鬆完成更多的得獎時刻了解,0
【我保證最高享分期[NUM]利率】搶先報名，配好康通通給！刷中信[UNK]卡繳納傳送門?,0
[DATE][NUM]日起到指定商業銀行，使用個人網銀換匯、信託各種好康。,0
【[DATE]哈燒話題】人氣美元新臺幣相對低點一波，[ORG]趁現在,0
【請領取你的享受】年終獎金來了這麼重要的事[UNK][DATE]即日起至[DATE]，只要您有新春發紅包即可參加喔!,0
[PRODUCT]國泰世華邀您立即體驗國泰世華信用卡於百貨購物前導的禮遇和競爭行動支付,0
[PRODUCT]《[DATE]附加權益》門檻任選．超彈性！,1
美元最高[X%]，[X%]雙重優惠任你選∼「星展人工專」是絕對要的！利率、美元[X%]現金的高額方案!,0
<星展銀行洞悉亞洲-每週外匯評論>美元在手，只要[NUM]分鐘即可換個假期，然後再進口幣就等[DATE]→,0
【速領星級美食優惠券】您有添好運、了凡油雞優惠券待領用，饕客照過來！,1
【創富家限定通知】解鎖創富家專屬財管服務！,0
【[DATE]熱銷好禮】[NUM]大賞楓刷中信把滿額送「錦繡奇緣許配」，讓您滿意再現折[X元],0
【倒數計時中】[PRODUCT]線上申辦好省力，超低優惠年利率+五星級住宿券抽獎只到[DATE]！,0
享貼心服務再抽[GPE]雙人來回機票，聚星任務等你來完成！,1
【[DATE]匯入通知】最短只要[NUM]分鐘！年息最高美元[X%]、人民幣[X%]！,0
【出國旅遊必看】美元和西北匯率[X%]起強勢回歸，還是短期限期利多搶歐元？,0
【優惠倒數計時中！】[PRODUCT]月月[DISCOUNT]，優惠只到[DATE]，錯過可惜啊~[URGE]申請了！,1
【[DATE]限定】誠摯邀請您參加中國信託銀行「財富雙重奏」限時財富點數回饋活動！,0
【限時！終結壓力】新春發財，新申購手續費[X折]起！,0
【[UNK]年終口袋救援王登場！】免煩惱，新春開運薪轉客戶也能很快就入手!,0
【[DATE]熱門話題】第三招都在燒焦！投資不只要吃韓式美食，還可以很吸引人？,0
【薪轉戶雙倍賺→】這裡有開辦費折扣+[DISCOUNT]，抽獎期限剩,0
[DATE](日)前，完成個人化綁定[UNK]個人化服務。,0
市場回顧與[DATE][DATE]投資展望(詳見請見寰宇投資領先觀點),0
瘋國旅買口罩全新功能，來!刷中信[PRODUCT]「透過[UNK]卡或平底一張」還不搶！,0
【%[NUM][X%]薪轉戶嚴選】投資外，追劇看這裡精選！股市下殺激省！,0
【恭喜您被拉入優惠專區】提醒您~[DATE]前線上換匯人數已到期，敬請盡快使用,0
【一起存錢吧！】[DATE]~[DATE]限定線上申辦+撥款，月月[DISCOUNT]，大獎等你搶喔~立即開信拿好康！,0
【貸款Online】線上申辦超快速，超低優惠前三期[X%]立即GO！,1
【錯過[DATE]!】不能吃太多★[ORG]i刷[PRODUCT]滿[X元]送[NUM]．再折[X元],0
[GPE]旅遊懶人包等你領回饋,0
【星展薪轉戶專屬通知】】限時優質客戶額度開辦費現折[X元]，快來搶喔！,0
 慶端午！購物滿額禮~[X元]！[PRODUCT]友消費滿額回饋！限量登錄,1
我們知道了長期儲蓄的優質和高低是最重要的。小資族可以投資、無需選擇，有些需求客戶可能從此簡單。,0
【開工好厭世了，錢包也不夠哪】首購[NUM]組基金申購手續費最高[X%]！,0
【[NUM]期利率前兩期只要[X%]】美元優利定存年息最高[X%]、人民幣[X%]！,0
【提醒您[NUM]步驟線上換匯，請盡早使用】敬請立即點閱，記得要先把握時間，還有臨櫃客戶口罩,0
【愛的優惠一定要告訴你】貸款前兩期年利率只要[X%]，還可以抽《[ORG]三合一涼暖空氣清淨機》喔!,0
【就要這麼棒！】現在全聯福利中心，線上申請月月[DISCOUNT]，還可參加抽獎只到[DATE]喔~立刻點擊→,0
好康推薦你加入[ORG][UNK]並首次跨行消費即贈小編,0
【動用投資的好方法】打開市場門市，探索基金價格它跟著搶賺回饋沒煩惱！,0
了解更多市場資訊：依市場氣象圖尋找適合投資標的：【上週市場回顧】美中貿易談判傳情傳奇，為,0
【中國信託銀行限時優利】年息最高[X%]，外幣優惠定存輕鬆搶！,0
